trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
103,False,"{'a': 0.99, 'e': 0.355160814705073}",30,1,-27.8257855609154,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 0}",1
104,False,"{'a': 0.99, 'e': 0.35160920655802225}",30,14,-4.175571672779126,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
105,False,"{'a': 0.99, 'e': 0.348093114492442}",20,1,10.955300537741,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
106,False,"{'a': 0.99, 'e': 0.3446121833475176}",25,0,-47.06688347067903,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
107,False,"{'a': 0.99, 'e': 0.34116606151404244}",25,15,6.285186425644775,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
108,False,"{'a': 0.99, 'e': 0.337754400898902}",25,8,21.459902897286884,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.99, 'e': 0.334376856889913}",20,3,-18.937564346380917,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
110,False,"{'a': 0.99, 'e': 0.33103308832101386}",25,0,-39.45774489554212,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
111,False,"{'a': 0.99, 'e': 0.3277227574378037}",25,8,-23.02075029185752,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 0}",1
112,False,"{'a': 0.99, 'e': 0.3244455298634257}",20,15,-3.4411746244119357,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
113,False,"{'a': 0.99, 'e': 0.3212010745647914}",20,0,-58.30067140450721,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
114,False,"{'a': 0.99, 'e': 0.3179890638191435}",20,0,27.05762408631258,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
115,False,"{'a': 0.99, 'e': 0.31480917318095203}",20,1,12.87939274431181,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
116,False,"{'a': 0.99, 'e': 0.3116610814491425}",25,13,13.34597487387479,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.99, 'e': 0.30854447063465107}",25,2,-5.049446362322328,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 0}",1
118,False,"{'a': 0.99, 'e': 0.3054590259283046}",20,6,-3.130202298450338,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
119,False,"{'a': 0.99, 'e': 0.30240443566902153}",20,7,-3.742837031041108,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
120,False,"{'a': 0.99, 'e': 0.2993803913123313}",25,0,-54.242591349848155,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
121,False,"{'a': 0.99, 'e': 0.296386587399208}",20,11,5.377964227180833,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
122,False,"{'a': 0.99, 'e': 0.2934227215252159}",20,0,-33.34234171527344,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
123,False,"{'a': 0.99, 'e': 0.29048849430996376}",35,22,-23.517312110765598,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
124,False,"{'a': 0.99, 'e': 0.2875836093668641}",20,11,-7.271679864994553,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
125,False,"{'a': 0.99, 'e': 0.28470777327319546}",30,16,7.355858703414047,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
126,False,"{'a': 0.99, 'e': 0.2818606955404635}",25,13,-56.84503765053939,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
127,False,"{'a': 0.99, 'e': 0.27904208858505886}",20,16,6.650831198726777,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.99, 'e': 0.2762516676992083}",25,0,-54.77166035201168,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 2}",0
129,False,"{'a': 0.99, 'e': 0.2734891510222162}",30,9,-29.28428726428381,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
130,False,"{'a': 0.99, 'e': 0.27075425951199406}",30,2,-52.559585644608916,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 2}",1
131,False,"{'a': 0.99, 'e': 0.2680467169168741}",30,11,-16.86716082319403,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
132,False,"{'a': 0.99, 'e': 0.26536624974770534}",20,12,-29.456033088575232,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
133,False,"{'a': 0.99, 'e': 0.2627125872502283}",25,16,15.1150230414323,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.99, 'e': 0.26008546137772603}",30,22,14.12626500335175,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.99, 'e': 0.25748460676394874}",20,3,-24.920172950577506,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 1}",1
136,False,"{'a': 0.99, 'e': 0.2549097606963093}",20,5,26.471510167068658,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.99, 'e': 0.2523606630893462}",20,1,1.1008063065615121,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 0}",1
138,False,"{'a': 0.99, 'e': 0.2498370564584527}",20,0,-79.66844367148302,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
139,False,"{'a': 0.99, 'e': 0.24733868589386818}",20,2,-100.32651314276787,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 2}",1
140,False,"{'a': 0.99, 'e': 0.24486529903492948}",30,17,-30.510451715314254,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
141,False,"{'a': 0.99, 'e': 0.2424166460445802}",35,8,-4.390693558616061,"{0: 24, 1: 0, 2: 2, 3: 1, 4: 0}",1
142,False,"{'a': 0.99, 'e': 0.2399924795841344}",20,6,2.870803825398987,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
143,False,"{'a': 0.99, 'e': 0.23759255478829303}",20,11,0.9621710193104112,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.99, 'e': 0.23521662924041012}",30,9,-71.29709524035873,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 1}",1
145,False,"{'a': 0.99, 'e': 0.232864462948006}",35,18,4.970142103868616,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.99, 'e': 0.23053581831852593}",25,12,-24.59850848539634,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
147,False,"{'a': 0.99, 'e': 0.22823046013534068}",25,14,16.40117170656203,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.99, 'e': 0.22594815553398728}",25,0,-21.582859547420597,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
149,False,"{'a': 0.99, 'e': 0.2236886739786474}",30,10,-80.52643710982805,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",1
150,False,"{'a': 0.99, 'e': 0.22145178723886091}",20,0,9.493356636136657,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
151,False,"{'a': 0.99, 'e': 0.2192372693664723}",25,8,-34.66374423388668,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
152,False,"{'a': 0.99, 'e': 0.21704489667280757}",30,2,-17.307514817942224,"{0: 24, 1: 0, 2: 2, 3: 2, 4: 0}",1
153,False,"{'a': 0.99, 'e': 0.2148744477060795}",35,20,5.368299591618911,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
154,False,"{'a': 0.99, 'e': 0.2127257032290187}",25,19,10.398163056041973,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.99, 'e': 0.21059844619672852}",25,3,-33.67653951119492,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
156,False,"{'a': 0.99, 'e': 0.20849246173476124}",25,15,-36.356417593441215,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
157,False,"{'a': 0.99, 'e': 0.2064075371174136}",25,19,11.693288934018604,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.99, 'e': 0.2043434617462395}",25,13,-10.123606125823652,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
159,False,"{'a': 0.99, 'e': 0.2023000271287771}",25,14,2.787730600252787,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
160,False,"{'a': 0.99, 'e': 0.2002770268574893}",30,13,24.252707143904658,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.99, 'e': 0.19827425658891443}",20,0,-48.828808338406404,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
162,False,"{'a': 0.99, 'e': 0.19629151402302528}",25,0,16.257321564925007,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
163,False,"{'a': 0.99, 'e': 0.19432859888279502}",25,0,19.19176853538532,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
164,False,"{'a': 0.99, 'e': 0.19238531289396707}",25,15,-2.703542977694631,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
165,False,"{'a': 0.99, 'e': 0.1904614597650274}",25,13,19.055258103118327,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.99, 'e': 0.1885568451673771}",25,2,23.843419004147876,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.99, 'e': 0.18667127671570335}",25,0,15.594626955204449,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
168,False,"{'a': 0.99, 'e': 0.1848045639485463}",25,15,14.210449468716364,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.99, 'e': 0.18295651830906084}",20,0,-20.054271203816768,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
170,False,"{'a': 0.99, 'e': 0.18112695312597024}",20,0,-14.087328988405012,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
171,False,"{'a': 0.99, 'e': 0.17931568359471053}",25,7,-21.651635264149313,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
172,False,"{'a': 0.99, 'e': 0.17752252675876343}",25,1,19.382523665160537,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
173,False,"{'a': 0.99, 'e': 0.1757473014911758}",20,0,-101.32224050931079,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
174,False,"{'a': 0.99, 'e': 0.173989828476264}",25,3,-10.371064844720495,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
175,False,"{'a': 0.99, 'e': 0.1722499301915014}",25,5,-13.907607848258163,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
176,False,"{'a': 0.99, 'e': 0.17052743088958636}",20,0,-4.315153188941301,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
177,False,"{'a': 0.99, 'e': 0.1688221565806905}",25,0,-19.243602393900165,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
178,False,"{'a': 0.99, 'e': 0.1671339350148836}",20,9,8.816288869940838,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
179,False,"{'a': 0.99, 'e': 0.16546259566473476}",25,0,14.830033634567867,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
180,False,"{'a': 0.99, 'e': 0.16380796970808742}",20,8,21.628310570722313,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.99, 'e': 0.16216989001100654}",30,5,21.8116755698369,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
182,False,"{'a': 0.99, 'e': 0.16054819111089647}",20,0,-3.8683831463914733,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
183,False,"{'a': 0.99, 'e': 0.1589427091997875}",25,17,9.621414609307744,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.99, 'e': 0.15735328210778962}",30,24,10.661899134645331,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.99, 'e': 0.15577974928671173}",25,14,17.813824604198302,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.99, 'e': 0.1542219517938446}",35,20,5.970880227172467,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.99, 'e': 0.15267973227590617}",25,3,-16.2466204219082,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
188,False,"{'a': 0.99, 'e': 0.1511529349531471}",25,0,14.971602337567282,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
189,False,"{'a': 0.99, 'e': 0.14964140560361563}",20,14,-13.830911261460187,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
190,False,"{'a': 0.99, 'e': 0.14814499154757946}",20,8,23.532977206388953,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.99, 'e': 0.14666354163210368}",30,5,44.20750134162299,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.99, 'e': 0.14519690621578263}",20,9,21.397142065847955,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.99, 'e': 0.1437449371536248}",25,17,6.0107129458595345,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.99, 'e': 0.14230748778208857}",25,13,-3.719443697066593,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
195,False,"{'a': 0.99, 'e': 0.14088441290426768}",30,8,22.3411989318363,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.99, 'e': 0.139475568775225}",20,0,-14.868237733755288,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
197,False,"{'a': 0.99, 'e': 0.13808081308747275}",25,12,-18.650342855427777,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
198,False,"{'a': 0.99, 'e': 0.136700004956598}",30,0,29.765553549592706,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",1
199,False,"{'a': 0.99, 'e': 0.13533300490703204}",20,11,16.82007120478772,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.99, 'e': 0.13397967485796172}",20,14,-5.028282095092893,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.99, 'e': 0.1326398781093821}",20,6,25.138980937261195,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.99, 'e': 0.13131347932828827}",25,7,18.988196316597858,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.99, 'e': 0.1300003445350054}",30,15,26.586469431805053,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.99, 'e': 0.12870034108965533}",20,16,7.382098138930507,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.99, 'e': 0.1274133376787588}",20,11,17.433300252089655,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.99, 'e': 0.12613920430197118}",20,0,9.26832802849795,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
207,False,"{'a': 0.99, 'e': 0.12487781225895148}",20,11,8.38085332174052,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.99, 'e': 0.12362903413636196}",20,1,30.727665119791794,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.99, 'e': 0.12239274379499834}",20,15,9.06408553066815,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.99, 'e': 0.12116881635704835}",25,0,-10.392769915920622,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
211,False,"{'a': 0.99, 'e': 0.11995712819347787}",20,0,-7.749195404355847,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
212,False,"{'a': 0.99, 'e': 0.11875755691154309}",25,17,14.801792618007951,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.99, 'e': 0.11756998134242766}",30,8,10.088594629135853,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 0}",1
214,False,"{'a': 0.99, 'e': 0.11639428152900338}",20,0,15.320656827462575,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
215,False,"{'a': 0.99, 'e': 0.11523033871371334}",20,0,21.239314776396018,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
216,False,"{'a': 0.99, 'e': 0.1140780353265762}",25,15,5.955918552172051,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.99, 'e': 0.11293725497331045}",20,10,14.248169036229772,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.99, 'e': 0.11180788242357734}",30,10,40.3569028922941,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.99, 'e': 0.11068980359934157}",20,7,23.032200553145685,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.99, 'e': 0.10958290556334815}",25,11,21.49726344128291,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.99, 'e': 0.10848707650771466}",25,15,19.857501432869846,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.99, 'e': 0.10740220574263752}",25,0,-64.10340439388682,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
223,False,"{'a': 0.99, 'e': 0.10632818368521114}",25,11,24.401396781983625,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.99, 'e': 0.10526490184835903}",20,7,16.570051867945114,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.99, 'e': 0.10421225282987544}",20,9,20.451178333296358,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.99, 'e': 0.10317013030157669}",20,14,6.562846632336543,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.99, 'e': 0.10213842899856092}",20,0,10.812668383092706,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
228,False,"{'a': 0.99, 'e': 0.10111704470857531}",25,11,24.170093860642922,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.99, 'e': 0.10010587426148955}",25,17,13.494883291917699,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
